Artist,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Outlier
Chico Rose,0.717,0.716,3.0,-5.485,0.0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,4.0,1
Christian Löffler,0.4625,0.5425,0.5,-12.184999999999999,0.5,0.035199999999999995,0.23351695,0.6505000000000001,0.2225,0.12309999999999999,119.48599999999999,4.0,1
Chubby Checker,0.627,0.7593333333333333,6.666666666666667,-6.277,1.0,0.07716666666666666,0.20033333333333334,9.6e-05,0.10003333333333332,0.93,109.32400000000001,4.0,1
Chuck Berry,0.576,0.8733333333333334,8.333333333333334,-5.214666666666667,1.0,0.09603333333333335,0.7319999999999999,0.00034572666666666667,0.16136666666666666,0.9563333333333333,154.84966666666668,4.0,1
Chumbawamba,0.263,0.871,2.0,-7.496,1.0,0.131,0.106,0.0,0.363,0.622,206.68,4.0,1
Cigarettes After Sex,0.439,0.399,4.5,-11.5505,1.0,0.02705,0.1457,0.29800000000000004,0.1115,0.13485,95.6605,4.0,1
Clams Casino,0.4415,0.6965,5.25,-6.61975,1.0,0.092525,0.0991025,0.80825,0.14684999999999998,0.25475,113.56175,4.0,1
Clarian,0.686,0.631,1.0,-9.936,1.0,0.0516,0.00093,0.9,0.474,0.36,123.996,4.0,1
Clark,0.639,0.936,1.0,-3.751,1.0,0.0813,0.059,0.651,0.103,0.529,119.017,4.0,1
Class Actress,0.628,0.705,7.0,-6.474,1.0,0.0382,0.0227,9.57e-05,0.131,0.327,92.507,4.0,1
Clinic,0.478,0.541,9.0,-11.868,1.0,0.042,0.714,0.179,0.108,0.324,173.829,4.0,1
Clubhouse,0.678,0.675,8.0,-9.697,1.0,0.0536,0.275,0.0836,0.162,0.189,114.969,4.0,1
Coconut Records,0.5463333333333333,0.7246666666666667,4.0,-7.263333333333333,0.0,0.05716666666666667,0.2454333333333333,0.0001702666666666667,0.0784,0.5003333333333333,120.06066666666668,3.0,1
Coldplay,0.4585714285714286,0.6964285714285714,6.142857142857143,-6.365428571428572,0.8571428571428571,0.037714285714285714,0.06265857142857142,0.0030029171428571427,0.20675714285714286,0.2574571428571429,128.7367142857143,4.0,1
Commodores,0.748,0.974,5.0,-6.58,1.0,0.0331,0.0126,0.807,0.314,0.756,112.911,4.0,1
Corey Hart,0.686,0.609,10.0,-11.469,0.0,0.0444,0.258,0.00015,0.113,0.719,127.736,4.0,1
Cornershop,0.664,0.953,11.0,-2.839,1.0,0.0579,0.187,0.0,0.113,0.952,125.671,4.0,1
Couch,0.508,0.73,6.0,-7.418,0.0,0.0301,0.000908,0.745,0.118,0.471,143.964,4.0,1
Couros,0.722,0.556,2.5,-7.721,1.0,0.187,0.5865,0.4925,0.34650000000000003,0.28,117.55799999999999,4.0,1
Courtney Barnett,0.42300000000000004,0.8363333333333333,4.333333333333333,-4.246333333333333,0.6666666666666666,0.0752,0.03870033333333334,0.008477199999999999,0.23099999999999998,0.6736666666666666,118.66533333333332,4.0,1
Covex,0.596,0.569,6.0,-7.76,1.0,0.0319,0.462,0.0146,0.108,0.181,121.03,4.0,1
Cowboy Junkies,0.6,0.262,7.0,-20.16,1.0,0.0314,0.252,0.121,0.0985,0.765,167.464,4.0,1
Cozmoe,0.7046666666666667,0.7256666666666667,7.666666666666667,-8.305,1.0,0.0944,0.15706666666666666,0.21756666666666666,0.12166666666666666,0.299,105.97699999999999,4.0,1
Cranes,0.562,0.643,3.0,-14.121,0.0,0.06,0.073,0.89,0.126,0.187,94.143,4.0,1
Creedence Clearwater Revival,0.6923,0.6755,4.3,-8.0791,0.9,0.03763,0.14862,0.08640883,0.11195999999999999,0.8150000000000001,119.04560000000001,4.0,1
Crim3s,0.4475,0.8745,9.5,-1.5745,0.5,0.0316,0.001979,0.9295,0.3195,0.26149999999999995,136.8375,4.0,1
Crystal Waters,0.484,0.641,5.0,-12.612,1.0,0.0377,0.000779,0.278,0.0738,0.181,119.981,4.0,1
Cults,0.275,0.575,11.0,-6.085,1.0,0.031,0.000988,0.0,0.0791,0.313,180.016,3.0,1
Cupido,0.555,0.596,2.0,-8.299,1.0,0.0278,0.547,0.000214,0.126,0.144,117.96,4.0,1
Curses,0.6,0.507,0.0,-10.416,1.0,0.0355,0.00222,0.927,0.122,0.474,114.996,4.0,1
Cut Chemist,0.701,0.617,5.0,-4.505,0.0,0.0315,0.0575,0.542,0.115,0.311,117.028,4.0,1
Cut Copy,0.615,0.883,1.0,-6.526,1.0,0.0474,0.0989,0.00145,0.151,0.383,124.852,4.0,1
D Double E,0.659,0.724,11.0,-7.364,1.0,0.235,0.0134,0.0,0.147,0.381,139.843,4.0,1
D-Nox,0.778,0.906,8.0,-7.909,0.0,0.0427,0.00997,0.875,0.0992,0.144,121.992,4.0,1
DARGZ,0.527,0.643,10.0,-8.072,0.0,0.0355,7.61e-05,0.725,0.174,0.844,75.036,4.0,1
DEVO,0.721,0.6114999999999999,7.5,-11.083,0.0,0.04375,0.29795000000000005,0.136,0.09895,0.5665,141.11,4.0,1
DIIV,0.394,0.577,5.0,-15.044,0.0,0.0331,0.093,0.724,0.0754,0.788,169.96,4.0,1
DILLY DALLY,0.2925,0.7895,4.5,-5.4125,0.5,0.05105,0.001365,0.283,0.07830000000000001,0.23274999999999998,91.624,4.0,1
DJ Drez,0.648,0.305,1.0,-10.96,1.0,0.0358,0.471,0.916,0.116,0.524,79.999,4.0,1
DJ Goja,0.781,0.741,1.0,-5.263,1.0,0.204,0.0274,0.00189,0.121,0.328,122.018,4.0,1
DJ Hell,0.71,0.846,7.0,-6.829,1.0,0.0412,0.000533,0.791,0.099,0.0434,120.007,4.0,1
DJ Hotday,0.647,0.976,4.0,-1.402,0.0,0.586,0.898,0.00088,0.628,0.679,95.802,4.0,-1
DJ Koze,0.745,0.707,6.0,-12.187,0.0,0.0548,0.298,0.903,0.0661,0.348,124.014,4.0,1
DJ Maphorisa,0.936,0.69,1.0,-6.533,1.0,0.095,0.0192,0.000257,0.0822,0.545,126.027,4.0,1
DJ Mehdi,0.482,0.733,4.0,-9.978,0.0,0.0771,5.69e-05,0.958,0.605,0.187,122.972,4.0,1
DJ Planet Express,0.762,0.8,6.0,-9.371,1.0,0.0794,0.144,0.835,0.135,0.387,123.975,4.0,1
DJ Seinfeld,0.674,0.74,4.0,-9.138,1.0,0.0504,0.515,0.818,0.319,0.166,125.998,4.0,1
DJ Shadow,0.514,0.7346666666666667,8.666666666666666,-7.8146666666666675,0.6666666666666666,0.06096666666666667,0.4688666666666667,0.8053333333333333,0.12983333333333333,0.767,125.198,4.0,1
DJ Silk,0.417,0.836,5.0,-6.137,1.0,0.0421,0.0303,0.0,0.355,0.141,88.462,4.0,1
DJ Snake,0.604,0.897,10.0,-3.678,0.0,0.0641,0.00041,0.838,0.327,0.588,102.053,4.0,1
DOPE LEMON,0.5760000000000001,0.782,6.5,-5.7315,0.5,0.0319,0.1633,0.0848,0.1205,0.5435,113.71600000000001,4.0,1
DRAM,0.441,0.725,1.0,-6.436,1.0,0.24,0.0578,0.0,0.084,0.436,105.101,4.0,1
DaBaby,0.733,0.574,1.0,-6.409,0.0,0.266,0.243,0.0,0.231,0.305,159.987,4.0,1
Daedelus,0.615,0.858,5.0,-8.411,1.0,0.0354,0.523,0.933,0.22,0.537,129.971,4.0,1
Daktyl,0.681,0.781,8.0,-10.588,0.0,0.0634,0.57,0.711,0.319,0.14,127.963,4.0,1
Dalac,0.748,0.706,2.0,-7.768,0.0,0.0561,0.00124,0.817,0.0387,0.399,120.009,4.0,1
Damian Marley,0.774,0.81,10.0,-5.296,0.0,0.176,0.0191,0.0,0.195,0.938,170.08,4.0,1
Damien Jurado,0.328,0.401,0.0,-6.775,1.0,0.0307,0.656,0.0217,0.089,0.188,76.419,4.0,1
Dan Deacon,0.44488888888888894,0.8408888888888888,4.222222222222222,-6.114444444444445,1.0,0.05853333333333334,0.025662665555555558,0.7572222222222222,0.18333333333333332,0.21848888888888887,136.22733333333335,4.111111111111111,1
Daniel Avery,0.648,0.712,9.0,-7.222,1.0,0.0333,0.131,0.843,0.287,0.104,114.027,4.0,1
Danny Ocean,0.744,0.804,1.0,-6.327,1.0,0.0677,0.0231,0.0,0.0494,0.426,104.823,4.0,1
Daphni,0.726,0.88,9.0,-6.724,0.0,0.059,0.0146,0.149,0.407,0.73,120.022,4.0,1
Datach'i,0.645,0.715,1.0,-7.64,1.0,0.271,0.144,0.862,0.105,0.508,123.959,4.0,1
David Bowie,0.4696363636363637,0.5426363636363637,5.545454545454546,-11.206545454545456,0.7272727272727273,0.054118181818181815,0.1271240909090909,0.05327448363636364,0.1971,0.4893636363636364,124.03727272727274,3.8181818181818183,1
David Spinelli,0.702,0.927,9.0,-7.224,1.0,0.0586,0.00893,0.809,0.153,0.0598,124.019,4.0,1
David Zowie,0.791,0.574,0.0,-7.061,0.0,0.0673,0.324,0.0,0.102,0.406,122.053,4.0,1
Daya,0.733,0.718,4.0,-7.149,0.0,0.0376,0.0107,0.0102,0.33,0.206,122.993,4.0,1
Dayne S,0.8,0.654,0.0,-9.245,0.0,0.0655,0.0357,0.284,0.11,0.289,119.993,4.0,1
Dayvi,0.776,0.532,4.0,-11.671,0.0,0.0569,0.00195,0.724,0.0601,0.261,126.033,4.0,1
Death Grips,0.641,0.977,6.0,-4.487,0.0,0.124,0.0854,0.0,0.437,0.313,107.038,4.0,1
Death In Vegas,0.37957142857142856,0.6254285714285714,7.571428571428571,-8.684857142857142,0.8571428571428571,0.03641428571428572,0.14184292857142858,0.7383428571428572,0.5848285714285714,0.21662857142857142,126.81114285714285,3.857142857142857,1
Declan McKenna,0.761,0.832,7.0,-7.905,1.0,0.0562,0.147,0.912,0.0827,0.265,128.003,4.0,1
Dee Montero,0.575,0.787,9.0,-7.021,0.0,0.0321,0.000706,0.765,0.0892,0.511,121.012,4.0,1
Deep Blue Something,0.624,0.826,2.0,-5.534,1.0,0.0287,0.113,0.0,0.0938,0.526,110.368,4.0,1
Deeparture,0.632,0.622,9.0,-10.958,0.0,0.0417,0.199,0.663,0.116,0.106,120.995,4.0,1
"Defiance, Ohio",0.375,0.877,11.0,-4.976,1.0,0.072,0.283,0.0182,0.073,0.623,139.53,4.0,1
Degiheugi,0.707,0.606,8.0,-8.94,1.0,0.0624,0.786,0.865,0.109,0.465,79.992,4.0,1
Del Shannon,0.661,0.708,0.0,-7.121,1.0,0.0291,0.161,3.36e-06,0.108,0.964,121.219,4.0,1
Dendrometer,0.74,0.81,5.0,-5.288,1.0,0.0412,0.129,0.0243,0.112,0.169,110.006,4.0,1
Deno,0.893,0.643,11.0,-5.512,0.0,0.377,0.349,0.0,0.105,0.471,142.018,4.0,1
Deorro,0.699,0.709,6.0,-6.316,0.0,0.0889,0.0976,0.000124,0.0852,0.426,149.975,4.0,1
Des'ree,0.623,0.669,0.0,-9.985,1.0,0.0412,0.211,3.2e-06,0.111,0.492,94.028,4.0,1
Desaparecidos,0.27,0.928,11.0,-7.219,1.0,0.141,9.43e-05,0.582,0.66,0.198,114.832,4.0,1
Descendents,0.3205,0.8514999999999999,4.0,-9.7915,0.5,0.0442,0.00192,0.002625,0.2585,0.8385,143.553,4.0,1
Devault,0.654,0.916,9.0,-5.684,0.0,0.046,0.0114,3.73e-06,0.106,0.339,123.991,4.0,1
Devendra Banhart,0.5326666666666667,0.3638,4.933333333333334,-13.626533333333333,0.5333333333333333,0.04581333333333334,0.7036533333333334,0.4968241726666667,0.14938666666666667,0.5315466666666667,105.35006666666666,3.933333333333333,1
Diarrhea Planet,0.19999999999999998,0.5705,5.5,-13.171,1.0,0.0973,0.040298999999999995,0.1362255,0.09459999999999999,0.21715,167.19,4.0,1
Dido,0.5756666666666667,0.551,3.0,-7.990666666666667,0.6666666666666666,0.03733333333333333,0.25933333333333336,0.0001811,0.10013333333333334,0.397,110.98466666666667,4.0,1
Die Antwoord,0.7592857142857143,0.746642857142857,5.0,-5.764714285714286,0.7857142857142857,0.19619999999999999,0.07685285714285714,0.008191943571428571,0.27945000000000003,0.5377142857142857,126.35978571428572,4.0,1
Digga D,0.73,0.622,8.0,-8.188,0.0,0.338,0.324,0.0,0.384,0.705,141.983,4.0,1
Digitalism,0.778,0.501,9.0,-7.321,0.0,0.0497,0.00857,0.802,0.0702,0.55,123.97,4.0,1
Dimension,0.527,0.979,1.0,-2.423,1.0,0.0747,0.0457,0.0763,0.415,0.373,100.046,4.0,1
Dinosaur Jr.,0.24833333333333332,0.953,7.0,-4.325666666666667,0.6666666666666666,0.08660000000000001,0.030993333333333328,0.11367000000000001,0.18286666666666665,0.43533333333333335,150.749,4.0,1
Diplo,0.7484999999999999,0.8545,6.5,-5.47,0.5,0.04995,0.0015819999999999999,0.3515,0.3955,0.5605,125.479,4.0,1
Dirt Nasty,0.792,0.682,7.0,-7.468,1.0,0.224,0.106,0.0,0.19,0.598,120.079,4.0,1
Dirty Beaches,0.429,0.7417999999999999,3.0,-6.479000000000001,1.0,0.04394,0.753,0.8724000000000001,0.18392,0.49139999999999995,124.4356,3.8,1
Dirty South,0.415,0.7765,5.0,-10.1695,0.5,0.037500000000000006,0.0279811,0.11800000000000001,0.21,0.1204,124.001,4.0,1
Dirty on Purpose,0.256,0.807,2.0,-9.096,1.0,0.0363,6.12e-05,0.845,0.122,0.656,149.338,4.0,1
Disclosure,0.478,0.73,1.0,-8.491,1.0,0.0296,0.000333,0.00815,0.147,0.154,92.009,3.0,1
Diskay,0.703,0.659,1.0,-12.492,1.0,0.0457,0.472,0.267,0.0685,0.234,102.009,4.0,1
Django Django,0.618125,0.862125,4.5,-5.329,0.75,0.04125,0.02174825,0.04818834625,0.12564999999999998,0.629875,126.56025,4.0,1
Doja Cat,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989,4.0,1
Dolly Parton,0.716,0.363,7.0,-10.942,1.0,0.0327,0.906,1.41e-05,0.135,0.648,96.639,4.0,1
Domenique Dumont,0.708,0.548,5.0,-11.45,0.0,0.0433,0.34,0.302,0.331,0.78,94.005,4.0,1
Dominik Eulberg,0.73575,0.66625,5.75,-9.34775,0.75,0.07477500000000001,0.1020975,0.7887500000000001,0.12,0.33587500000000003,126.01400000000001,4.0,1
Don Henley,0.516,0.549,6.0,-13.741,1.0,0.0373,0.501,0.00572,0.184,0.907,176.941,4.0,1
Don Lifted,0.669,0.519,1.0,-9.63,1.0,0.0413,0.782,0.000246,0.339,0.169,120.022,4.0,1
Don McLean,0.526,0.509,7.0,-10.893,1.0,0.0628,0.6,0.0,0.144,0.497,138.318,4.0,1
Donovan,0.348,0.388,0.0,-16.1685,1.0,0.04445,0.09039499999999999,0.022376,0.2374,0.4415,78.672,4.0,1
Double S,0.766,0.911,6.0,-4.521,0.0,0.31,0.0847,0.0,0.254,0.942,144.081,4.0,1
Dr. Dog,0.48983333333333334,0.6164999999999999,5.416666666666667,-6.953166666666667,0.6666666666666666,0.0383,0.45178333333333337,0.1488040558333333,0.27526666666666666,0.4701666666666667,109.4895,3.9166666666666665,1
Dr. Ring Ding,0.812,0.63,5.5,-6.975,1.0,0.0893,0.025465,0.000291,0.09795000000000001,0.5785,135.482,4.0,1
Drake,0.415,0.926,5.0,-1.304,0.0,0.374,0.253,0.0,0.256,0.542,158.423,4.0,1
Dua Lipa,0.664,0.699,11.0,-7.115,0.0,0.27,0.0352,0.0,0.0612,0.252,122.019,4.0,1
Duke & Jones,0.575,0.729,5.0,-8.973,0.0,0.0474,0.0109,0.854,0.255,0.0999,115.045,4.0,1
Duke Dumont,0.526,0.851,6.0,-5.7225,0.5,0.04035,0.0013575,0.16804000000000002,0.118,0.08255,126.9985,4.0,1
Dum Dum Girls,0.30625,0.78225,8.0,-5.05175,0.75,0.041675000000000004,0.0070550000000000005,0.1020035,0.243,0.43775,142.70225,3.75,1
Duncan Dhu,0.5885,0.87375,6.75,-5.58375,1.0,0.047725000000000004,0.12325,0.02166735,0.17320000000000002,0.76725,108.44575,4.0,1
Duskus,0.793,0.564,9.0,-11.307,1.0,0.125,0.311,0.914,0.203,0.399,133.054,4.0,1
Dusky,0.5486666666666666,0.7559999999999999,6.666666666666667,-10.894666666666666,0.6666666666666666,0.0451,0.09230833333333334,0.7656666666666667,0.2582333333333333,0.34766666666666673,125.005,4.0,1
Duster,0.303,0.706,7.0,-7.647,1.0,0.0371,0.376665,0.841,0.239,0.193,143.7955,4.0,1
Dynoro,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,4.0,1
ELOQ,0.878,0.669,9.0,-9.59,0.0,0.113,0.0743,0.00711,0.0624,0.437,126.997,4.0,1
Eagles Of Death Metal,0.6325000000000001,0.937,4.5,-3.8665000000000003,1.0,0.07644999999999999,0.4135,0.009474999999999999,0.0924,0.9245,134.2015,4.0,1
Eastghost,0.656,0.719,8.0,-7.958,1.0,0.0351,0.158,0.0905,0.0887,0.18,110.006,4.0,1
Ebende,0.695,0.824,7.0,-6.862,1.0,0.0399,0.000224,0.86,0.168,0.148,125.002,4.0,1
Echo & the Bunnymen,0.49,0.7150000000000001,5.5,-9.562999999999999,0.5,0.046700000000000005,0.2892,0.0019415,0.172,0.5589999999999999,100.6815,4.0,1
Ed Sheeran,0.723,0.608,4.0,-8.775,1.0,0.054900000000000004,0.2601,0.00015466666666666667,0.4195333333333333,0.659,102.17366666666668,4.0,1
Ed.1t,0.888,0.434,8.0,-11.559,0.0,0.19,0.205,0.000292,0.127,0.306,115.989,4.0,1
Ehrling,0.612,0.814,6.0,-6.288,0.0,0.0464,0.27,0.385,0.161,0.311,123.945,4.0,1
Einstein Study Music Academy,0.446,0.0031,10.0,-35.249,1.0,0.0462,0.984,0.854,0.157,0.188,140.023,4.0,-1
El General,0.847,0.724,1.0,-7.267,1.0,0.052,0.0152,0.0125,0.113,0.691,102.106,4.0,1
Ela Minus,0.752,0.73,1.0,-8.461,1.0,0.0423,0.000574,0.83,0.151,0.452,127.985,4.0,1
Elderbrook,0.666,0.62225,3.75,-9.68225,1.0,0.069325,0.34525,0.4205,0.10315,0.146475,117.74324999999999,4.0,1
Electrelane,0.1997,0.521,4.0,-9.2875,0.5,0.07245,0.137625,0.864,0.254,0.25405,117.28649999999999,4.0,1
Electric Light Orchestra,0.373,0.42,10.0,-7.28,1.0,0.0311,0.56,6.46e-06,0.387,0.459,80.917,4.0,1
Electric President,0.5473333333333333,0.5183333333333333,5.0,-10.339333333333334,1.0,0.03546666666666667,0.349,0.32139999999999996,0.11803333333333332,0.502,106.36099999999999,4.0,1
Elia y Elizabeth,0.719,0.639,8.0,-8.382,0.0,0.0289,0.424,0.0,0.038,0.806,100.389,4.0,1
Elliott Smith,0.183,0.677,5.0,-9.803,1.0,0.0434,0.301,1.89e-06,0.125,0.174,84.409,4.0,1
Elohim,0.679,0.574,0.0,-9.952,0.0,0.0414,0.707,0.785,0.106,0.496,124.005,4.0,1
Elvis Depressedly,0.484,0.625,5.0,-5.18,1.0,0.0309,0.551,0.00328,0.291,0.361,120.062,4.0,1
Emma Peters,0.762,0.481,5.0,-11.057,0.0,0.234,0.519,0.0154,0.124,0.317,108.989,4.0,1
Emmit Fenn,0.726,0.5275,6.0,-9.9675,0.0,0.17025,0.5175,0.0005788,0.10550000000000001,0.15209999999999999,121.03800000000001,4.0,1
Emrod,0.612,0.7363333333333334,1.3333333333333333,-9.718333333333334,1.0,0.10926666666666666,0.14086666666666667,0.848,0.10053333333333332,0.11103333333333333,122.03133333333334,4.0,1
Enamour,0.706,0.7150000000000001,0.0,-9.565000000000001,1.0,0.03505,0.019,0.767,0.1325,0.48350000000000004,121.007,4.0,1
Enrique Iglesias,0.736,0.8657142857142857,5.0,-3.681285714285714,0.5714285714285714,0.08285714285714285,0.03756857142857143,0.00014479714285714287,0.12302857142857142,0.7508571428571429,106.1557142857143,4.0,1
Enur,0.891,0.657,10.0,-5.552,0.0,0.165,0.00833,0.0026,0.054,0.453,125.995,4.0,1
Epsyle,0.842,0.912,1.0,-6.602,0.0,0.289,0.00104,0.0284,0.134,0.616,126.007,4.0,1
Erol Alkan,0.34,0.533,11.0,-12.554,0.0,0.034,0.939,0.852,0.156,0.121,128.918,4.0,1
Extrawelt,0.7685,0.7035,8.0,-11.442499999999999,0.0,0.05735,0.034235,0.8925000000000001,0.105,0.25029999999999997,126.012,4.0,1
FC Kahuna,0.659,0.571,10.0,-10.759,1.0,0.0283,0.0517,0.775,0.101,0.214,119.969,4.0,1
FIDLAR,0.4109047619047619,0.894,6.380952380952381,-3.4203333333333332,0.8095238095238095,0.07576666666666666,0.02008527142857143,0.1413072238095238,0.26385238095238095,0.3897142857142857,141.79338095238094,4.0,1
FISHER,0.926,0.953,6.0,-5.531,0.0,0.0911,0.00235,0.442,0.313,0.927,123.983,4.0,1
Faces,0.601,0.574,2.0,-8.166,1.0,0.03,0.579,1.14e-05,0.216,0.8,147.964,4.0,1
Fakear,0.724,0.808,9.0,-7.744,1.0,0.0325,0.0604,0.00219,0.211,0.182,112.997,4.0,1
Fatboy Slim,0.5865,0.742,7.5,-7.3454999999999995,1.0,0.0702,0.07734999999999999,0.19406500000000002,0.48450000000000004,0.22799999999999998,102.34700000000001,4.0,1
Father John Misty,0.513,0.6643333333333333,4.333333333333333,-5.9405,1.0,0.03133333333333333,0.1991166666666667,0.07746733333333333,0.10963333333333332,0.5455,125.46233333333333,4.0,1
Fats Domino,0.6218571428571428,0.5505714285714286,5.285714285714286,-9.344142857142858,0.8571428571428571,0.04695714285714286,0.7522857142857143,0.04775801428571429,0.16772857142857145,0.9071428571428571,113.64342857142857,3.7142857142857144,1
Febueder,0.717,0.679,9.0,-10.862,0.0,0.0324,0.627,0.473,0.113,0.121,124.949,4.0,1
Fejká,0.666,0.518,6.0,-10.387,1.0,0.035,0.0646,0.825,0.152,0.277,122.998,4.0,1
Felix Cartal,0.651,0.806,8.0,-3.458,1.0,0.0525,0.0233,0.267,0.104,0.21,121.05,4.0,1
Felix Laband,0.73,0.619,7.0,-12.207,0.0,0.0354,0.12,0.826,0.0961,0.425,134.998,4.0,1
Ferdinand Weber,0.825,0.776,9.0,-5.195,0.0,0.0999,0.0232,0.189,0.222,0.368,124.043,3.0,1
Fikret Kızılok,0.435,0.71,5.0,-6.583,0.0,0.0345,0.269,8.27e-05,0.089,0.599,114.54,5.0,1
Fila Brazillia,0.607,0.698,9.0,-12.659,0.0,0.0366,0.0455,0.735,0.72,0.177,119.998,4.0,1
Filter,0.541,0.775,2.0,-8.041,1.0,0.0297,0.00151,0.000222,0.178,0.271,98.992,4.0,1
Fiora,0.576,0.29,10.0,-11.114,1.0,0.0326,0.722,0.111,0.107,0.112,125.953,4.0,1
First State,0.656,0.813,0.0,-8.193,0.0,0.0389,0.171,0.892,0.121,0.0664,128.009,4.0,1
Fischerspooner,0.6795,0.724,5.0,-8.288499999999999,1.0,0.0499,0.05055,0.692,0.13175,0.39949999999999997,140.989,4.0,1
Fitz and The Tantrums,0.696,0.89,9.0,-3.692,0.0,0.0287,0.0687,1.75e-06,0.544,0.79,112.529,4.0,1
Flavien Berger,0.594,0.524,2.0,-9.380500000000001,1.0,0.0363,0.5934999999999999,0.5409999999999999,0.354,0.08155,102.227,4.0,1
Flogging Molly,0.207,0.955,7.0,-4.33,1.0,0.0932,0.00315,1.84e-05,0.293,0.607,156.125,4.0,1
Florence + The Machine,0.702,0.502,0.0,-7.439,1.0,0.098,0.11,0.459,0.0846,0.383,129.991,4.0,1
Fluida,0.694,0.759,2.0,-8.437,1.0,0.0548,5.03e-05,0.869,0.102,0.122,120.002,4.0,1
Flume,0.559,0.841,1.0,-6.401,1.0,0.0461,0.0185,0.0186,0.137,0.481,139.995,4.0,1
Fly Society,0.569,0.855,5.0,-5.105,0.0,0.0436,0.00606,0.0,0.224,0.664,121.116,4.0,1
Foster The People,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,4.0,1
Four Tet,0.783,0.745,4.0,-11.5,0.0,0.0839,0.00237,0.17,0.102,0.888,133.193,4.0,1
Francis Bebey,0.631,0.7143333333333334,5.0,-6.567166666666666,0.6666666666666666,0.06675,0.5,0.1603065,0.14693333333333333,0.7136666666666667,115.72683333333333,3.8333333333333335,1
Frank Black,0.245,0.746,9.0,-5.465,1.0,0.0347,0.0118,0.00394,0.126,0.399,75.062,4.0,1
Frank Ocean,0.273,0.83,1.0,-9.794,1.0,0.547,0.785,8.73e-05,0.468,0.2,84.648,4.0,1
Frankie Cosmos,0.5023333333333333,0.4326666666666667,3.3333333333333335,-9.376,1.0,0.055066666666666673,0.4246666666666667,0.03401223333333333,0.13316666666666666,0.4306666666666667,122.92399999999999,4.0,1
Franz Ferdinand,0.2785,0.6819999999999999,4.5,-8.704,0.5,0.049100000000000005,0.0002695,0.0026195,0.261,0.40149999999999997,128.5895,4.0,1
Fred again..,0.847,0.724,2.0,-7.668,1.0,0.047,0.00355,0.00339,0.0731,0.326,126.983,4.0,1
Freddy Be,0.772,0.726,1.0,-8.493,1.0,0.0416,0.0957,0.72,0.0732,0.228,120.997,4.0,1
French 79,0.597,0.523,4.5,-10.224,0.5,0.0353,0.0159495,0.571,0.09295,0.0982,109.0255,4.0,1
French Montana,0.7463333333333333,0.8930000000000001,4.333333333333333,-2.839,1.0,0.16766666666666666,0.05983333333333333,0.0,0.577,0.6603333333333333,124.21266666666668,4.0,1
Frere,0.686,0.782,4.0,-8.346,1.0,0.0538,0.26,0.703,0.0952,0.367,119.999,4.0,1
Fréhel,0.281,0.296,3.0,-12.264,1.0,0.0419,0.954,0.0,0.146,0.347,100.593,3.0,-1
Fugazi,0.303,0.129,6.0,-15.069,1.0,0.0301,0.89,0.00776,0.123,0.155,84.167,4.0,1
Fungi Girls,0.27,0.697,9.0,-10.922,1.0,0.0368,0.0546,0.147,0.0828,0.376,80.36,4.0,1
Future Islands,0.491,0.72675,6.25,-6.5095,0.75,0.0658,0.073335,0.7055,0.17275,0.4215,149.954,4.0,1
G-Unit,0.847,0.744,1.0,-4.088,1.0,0.304,0.0975,0.0,0.0554,0.754,96.935,4.0,1
GABRIEL VITEL,0.8025,0.4295,3.0,-9.921,0.0,0.05935,0.5145,0.37,0.10395000000000001,0.47400000000000003,120.0265,4.0,1
GAIKA,0.539,0.615,9.0,-9.686,1.0,0.0517,0.203,0.0601,0.083,0.126,110.034,4.0,1
GATTÜSO,0.706,0.886,11.0,-4.945,1.0,0.0447,0.0444,3.51e-05,0.269,0.554,119.992,4.0,1
GILA,0.763,0.787,1.0,-7.289,0.0,0.0457,0.0195,0.72,0.119,0.357,118.99,4.0,1
GRAZZE,0.738,0.727,0.0,-9.197,1.0,0.0311,0.00113,0.787,0.131,0.247,122.997,4.0,1
Gabriel & Dresden,0.6006666666666667,0.775,5.0,-8.688,1.0,0.0363,0.040106666666666665,0.867,0.17933333333333334,0.1245,128.33333333333334,4.0,1
Gabriel Ananda,0.752,0.736,6.0,-10.155,0.0,0.0532,0.00277,0.902,0.0937,0.373,124.997,4.0,1
Gabrielle Aplin,0.531,0.729,4.0,-6.934,1.0,0.0493,0.008,0.000234,0.141,0.084,124.086,4.0,1
Galantis,0.547,0.795,8.0,-3.721,1.0,0.0489,0.145,0.0,0.11,0.723,118.118,4.0,1
Gang Of Four,0.75,0.796,0.0,-5.952,1.0,0.116,0.0155,0.0115,0.106,0.96,157.545,4.0,1
Gang Starr,0.787,0.832,10.0,-4.671,1.0,0.301,0.0347,0.0,0.0593,0.814,92.606,4.0,1
Garbage,0.476,0.912,8.0,-5.665,1.0,0.0373,6.97e-05,0.0193,0.272,0.465,131.848,4.0,1
